Idade,Gênero,Horas de Uso de Tecnologia,Horas de Uso de Redes Sociais,Horas de Jogos,Horas de Tempo na Tela,Status de Saúde Mental,Nivel_Estresse,Horas de Sono,Horas de Atividade Física,Acesso a Sistemas de Suporte,Impacto do Ambiente de Trabalho,Uso de Suporte Online,Faixa_Etaria,Estresse_Score,Alerta_Saude
36,Outro,7.61,1.59,2.74,12.62,Excelente,Baixo,5.4,9.65,Sim,Positivo,Não,26-40,1,Sim
27,Feminino,8.88,4.82,0.62,9.91,Ruim,Alto,8.66,4.89,Não,Positivo,Não,26-40,3,Não
41,Outro,7.11,3.32,1.64,4.99,Regular,Médio,6.2,7.36,Não,Positivo,Sim,41-60,2,Não
34,Masculino,6.74,7.49,3.51,10.71,Regular,Médio,6.08,3.78,Não,Negativo,Não,26-40,2,Não
49,Feminino,10.55,0.02,0.43,5.56,Ruim,Alto,6.29,2.95,Sim,Negativo,Sim,41-60,3,Não
59,Feminino,7.59,6.59,3.59,9.56,Excelente,Médio,7.74,7.29,Não,Neutro,Sim,41-60,2,Não
59,Outro,10.7,5.87,4.71,1.09,Ruim,Baixo,5.66,6.25,Não,Positivo,Não,41-60,1,Não
54,Outro,7.4,5.45,4.04,2.97,Regular,Médio,5.53,3.95,Sim,Negativo,Não,41-60,2,Não
31,Outro,10.04,3.16,1.32,1.13,Ruim,Baixo,5.37,9.61,Sim,Negativo,Não,26-40,1,Não
26,Feminino,6.95,2.44,3.84,5.33,Ruim,Médio,5.36,2.62,Sim,Positivo,Sim,26-40,2,Não
57,Feminino,6.28,1.79,1.81,10.84,Regular,Baixo,7.56,8.75,Sim,Negativo,Sim,41-60,1,Não
45,Masculino,3.28,5.77,1.63,1.19,Bom,Alto,6.84,1.07,Sim,Positivo,Não,41-60,3,Não
23,Feminino,11.36,6.79,3.76,10.24,Ruim,Baixo,6.91,5.87,Sim,Negativo,Sim,18-25,1,Não
40,Masculino,3.43,0.36,4.11,10.27,Bom,Médio,5.87,9.87,Sim,Neutro,Sim,26-40,2,Sim
43,Masculino,7.58,3.09,4.3,2.94,Regular,Médio,8.84,4.59,Não,Neutro,Sim,41-60,2,Não
19,Outro,3.49,5.08,4.67,4.9,Bom,Baixo,7.93,3.08,Sim,Positivo,Sim,18-25,1,Não
18,Outro,1.01,6.9,0.24,9.9,Regular,Médio,7.2,0.84,Não,Negativo,Sim,,2,Não
38,Outro,4.48,4.29,2.61,6.49,Ruim,Baixo,4.4,5.05,Sim,Negativo,Sim,26-40,1,Não
64,Masculino,5.04,5.58,1.92,4.94,Regular,Médio,4.71,0.24,Sim,Positivo,Não,60+,2,Não
21,Feminino,7.7,7.41,0.98,11.56,Regular,Alto,7.75,4.42,Sim,Negativo,Não,18-25,3,Não
40,Feminino,6.27,2.32,2.2,4.84,Bom,Médio,7.19,6.12,Não,Positivo,Não,26-40,2,Não
64,Outro,1.97,3.7,1.64,6.2,Regular,Baixo,5.03,7.65,Não,Positivo,Sim,60+,1,Não
51,Outro,9.95,7.22,1.24,7.03,Ruim,Baixo,5.44,3.55,Não,Neutro,Não,41-60,1,Não
60,Outro,9.17,6.73,0.37,5.14,Ruim,Baixo,8.49,2.92,Sim,Neutro,Não,41-60,1,Não
19,Feminino,8.93,4.97,3.23,5.65,Excelente,Médio,7.53,5.55,Não,Positivo,Sim,18-25,2,Não
43,Outro,9.48,1.17,0.63,3.73,Regular,Alto,8.4,6.63,Não,Negativo,Não,41-60,3,Não
64,Outro,6.72,3.53,3.16,12.55,Regular,Médio,8.22,8.61,Sim,Positivo,Não,60+,2,Não
31,Feminino,11.16,6.57,2.51,7.82,Ruim,Baixo,6.2,2.88,Sim,Positivo,Sim,26-40,1,Não
57,Masculino,5.67,4.87,2.2,11.29,Regular,Médio,8.13,6.2,Não,Negativo,Sim,41-60,2,Não
60,Outro,10.05,3.38,2.25,1.58,Regular,Médio,8.61,2.06,Não,Positivo,Não,41-60,2,Não
46,Outro,1.47,7.23,2.26,1.19,Regular,Baixo,4.98,9.95,Não,Neutro,Não,41-60,1,Não
64,Outro,11.1,4.1,0.83,11.44,Regular,Alto,7.95,4.31,Não,Negativo,Sim,60+,3,Não
55,Masculino,11.62,0.69,1.44,12.01,Ruim,Baixo,5.57,3.2,Não,Positivo,Sim,41-60,1,Sim
23,Outro,6.87,2.9,2.07,4.34,Regular,Baixo,5.41,7.51,Não,Positivo,Não,18-25,1,Não
31,Masculino,10.61,5.62,0.36,14.37,Ruim,Baixo,4.37,4.26,Sim,Negativo,Não,26-40,1,Sim
19,Masculino,8.42,2.92,2.67,10.58,Ruim,Baixo,6.48,5.72,Não,Negativo,Não,18-25,1,Não
64,Feminino,8.33,2.61,1.5,10.76,Ruim,Alto,4.24,2.5,Não,Neutro,Sim,60+,3,Sim
45,Feminino,8.33,4.66,1.79,1.5,Regular,Baixo,4.6,2.02,Não,Neutro,Sim,41-60,1,Não
37,Outro,3.02,7.07,1.79,3.22,Bom,Alto,5.52,6.33,Sim,Negativo,Não,26-40,3,Não
36,Outro,7.68,5.56,3.6,4.15,Regular,Baixo,8.42,3.85,Não,Neutro,Não,26-40,1,Não
42,Masculino,6.86,6.77,0.02,9.25,Bom,Baixo,7.49,0.69,Não,Positivo,Sim,41-60,1,Não
56,Feminino,10.09,3.82,1.23,14.83,Excelente,Médio,4.17,1.38,Sim,Neutro,Não,41-60,2,Sim
59,Feminino,7.3,6.08,2.95,7.16,Regular,Alto,5.31,5.32,Sim,Positivo,Sim,41-60,3,Não
62,Outro,1.75,4.5,3.1,6.86,Excelente,Médio,4.74,4.31,Sim,Positivo,Sim,60+,2,Não
38,Masculino,2.14,2.85,0.23,8.68,Ruim,Baixo,8.92,5.76,Não,Positivo,Sim,26-40,1,Não
61,Masculino,8.14,5.82,4.09,7.37,Bom,Baixo,8.42,6.55,Não,Negativo,Não,60+,1,Não
60,Outro,9.14,5.72,4.4,2.27,Excelente,Alto,5.48,0.12,Sim,Neutro,Sim,41-60,3,Não
44,Outro,6.68,0.44,1.99,9.12,Ruim,Alto,7.64,6.32,Não,Negativo,Não,41-60,3,Não
44,Feminino,5.71,4.44,0.14,4.27,Excelente,Médio,6.67,5.7,Não,Neutro,Sim,41-60,2,Não
49,Outro,7.76,5.58,4.92,7.67,Excelente,Alto,5.96,1.49,Não,Positivo,Sim,41-60,3,Não
63,Feminino,5.29,7.05,1.49,7.48,Bom,Baixo,7.34,6.59,Sim,Neutro,Não,60+,1,Não
54,Feminino,11.74,7.06,0.3,6.05,Regular,Baixo,8.43,5.44,Sim,Neutro,Sim,41-60,1,Não
42,Feminino,10.68,0.27,1.35,2.19,Bom,Médio,8.72,1.17,Não,Positivo,Sim,41-60,2,Não
19,Outro,9.6,4.46,2.21,10.13,Excelente,Baixo,8.96,4.85,Não,Neutro,Sim,18-25,1,Não
30,Feminino,11.3,5.08,3.15,3.87,Excelente,Alto,7.93,4.51,Sim,Neutro,Sim,26-40,3,Não
56,Masculino,7.43,4.28,3.73,8.36,Ruim,Alto,7.33,9.76,Não,Positivo,Não,41-60,3,Não
26,Outro,3.93,3.24,0.04,8.25,Regular,Médio,6.32,3.09,Não,Neutro,Sim,26-40,2,Não
43,Outro,2.54,6.74,2.13,2.42,Regular,Médio,4.11,6.1,Sim,Negativo,Sim,41-60,2,Não
25,Feminino,8.16,0.9,2.52,9.4,Ruim,Baixo,8.69,9.05,Não,Neutro,Não,18-25,1,Não
18,Outro,11.64,7.19,0.52,8.63,Excelente,Baixo,8.44,4.48,Não,Positivo,Sim,,1,Não
61,Outro,1.25,2.86,1.16,14.02,Bom,Alto,8.5,8.23,Sim,Positivo,Não,60+,3,Não
21,Masculino,1.83,2.4,3.54,10.35,Bom,Médio,7.28,1.06,Sim,Neutro,Sim,18-25,2,Não
26,Outro,4.38,3.78,4.42,10.2,Excelente,Baixo,8.93,4.59,Não,Negativo,Sim,26-40,1,Não
61,Masculino,5.33,4.96,1.57,14.34,Ruim,Baixo,4.8,8.73,Sim,Neutro,Não,60+,1,Sim
19,Feminino,4.71,2.56,1.79,11.74,Excelente,Baixo,6.5,8.62,Sim,Positivo,Sim,18-25,1,Não
57,Outro,2.63,4.07,0.65,1.41,Bom,Médio,5.16,9.15,Sim,Positivo,Não,41-60,2,Não
19,Outro,6.78,4.42,3.16,9.32,Regular,Médio,8.99,3.28,Não,Negativo,Não,18-25,2,Não
39,Feminino,9.22,4.89,1.87,13.7,Ruim,Médio,4.89,9.58,Não,Positivo,Sim,26-40,2,Sim
46,Feminino,11.0,4.21,4.46,12.53,Ruim,Médio,6.2,1.33,Sim,Positivo,Sim,41-60,2,Não
50,Outro,1.35,0.91,2.73,9.93,Regular,Alto,8.8,9.76,Sim,Positivo,Sim,41-60,3,Não
38,Outro,11.85,3.67,0.33,5.94,Excelente,Médio,5.93,5.59,Não,Neutro,Sim,26-40,2,Não
56,Outro,3.98,2.15,0.65,9.47,Excelente,Médio,5.31,9.77,Não,Positivo,Não,41-60,2,Sim
60,Feminino,9.05,6.11,4.5,6.94,Excelente,Médio,5.29,9.27,Sim,Negativo,Não,41-60,2,Não
41,Outro,4.21,7.19,3.03,2.45,Regular,Médio,4.95,0.75,Não,Neutro,Sim,41-60,2,Não
23,Feminino,6.68,6.31,3.44,7.52,Excelente,Médio,7.79,0.19,Sim,Neutro,Não,18-25,2,Não
60,Outro,2.21,2.1,0.78,3.42,Excelente,Médio,7.09,2.08,Sim,Positivo,Sim,41-60,2,Não
60,Outro,9.08,5.38,0.09,10.27,Bom,Alto,8.43,3.64,Sim,Negativo,Não,41-60,3,Não
49,Masculino,2.0,4.77,0.95,7.73,Bom,Baixo,4.9,0.24,Não,Neutro,Sim,41-60,1,Não
31,Masculino,4.66,3.53,1.91,13.31,Ruim,Médio,4.48,0.48,Não,Neutro,Não,26-40,2,Sim
44,Feminino,11.13,1.07,2.49,11.18,Bom,Baixo,6.24,4.22,Sim,Negativo,Não,41-60,1,Não
28,Outro,10.72,6.5,1.35,6.92,Bom,Baixo,6.4,7.64,Sim,Neutro,Não,26-40,1,Não
50,Feminino,2.77,5.18,1.27,7.02,Ruim,Alto,7.59,0.21,Sim,Negativo,Sim,41-60,3,Não
63,Masculino,7.11,2.26,0.06,7.53,Bom,Alto,7.71,5.04,Não,Negativo,Não,60+,3,Não
64,Outro,5.13,7.06,3.85,10.52,Ruim,Médio,5.08,2.71,Sim,Positivo,Sim,60+,2,Sim
33,Feminino,2.34,2.85,2.25,4.58,Ruim,Baixo,5.97,8.79,Sim,Neutro,Não,26-40,1,Não
40,Outro,8.49,2.58,2.58,5.89,Bom,Baixo,8.36,6.9,Não,Neutro,Sim,26-40,1,Não
43,Masculino,1.77,4.05,0.72,2.81,Bom,Médio,4.26,5.73,Sim,Negativo,Sim,41-60,2,Não
51,Masculino,3.32,2.78,4.63,1.78,Ruim,Médio,5.18,8.46,Sim,Negativo,Não,41-60,2,Não
42,Masculino,5.22,6.86,3.27,1.86,Excelente,Médio,6.16,0.76,Não,Positivo,Sim,41-60,2,Não
61,Feminino,2.78,6.59,1.05,1.42,Regular,Médio,8.34,3.94,Sim,Negativo,Não,60+,2,Não
49,Outro,1.95,7.07,0.06,14.74,Excelente,Alto,5.53,9.01,Não,Negativo,Sim,41-60,3,Sim
42,Masculino,11.24,6.97,1.23,8.23,Ruim,Médio,8.91,5.44,Sim,Negativo,Sim,41-60,2,Não
63,Feminino,10.74,7.13,2.66,3.53,Excelente,Médio,4.37,1.39,Não,Neutro,Não,60+,2,Não
22,Outro,7.06,0.66,0.12,14.49,Bom,Médio,5.45,2.24,Não,Positivo,Não,18-25,2,Sim
39,Outro,7.69,6.95,1.28,12.65,Bom,Alto,6.99,5.57,Sim,Negativo,Sim,26-40,3,Não
58,Feminino,3.18,1.84,3.98,8.05,Regular,Médio,6.8,5.91,Sim,Negativo,Sim,41-60,2,Não
62,Masculino,2.06,2.4,4.38,11.32,Regular,Médio,4.46,7.54,Sim,Neutro,Não,60+,2,Sim
38,Feminino,4.23,1.39,4.11,2.62,Excelente,Médio,4.11,3.53,Sim,Positivo,Não,26-40,2,Não
43,Masculino,8.9,7.46,4.03,3.82,Excelente,Alto,4.1,7.28,Não,Neutro,Sim,41-60,3,Não
20,Outro,1.32,3.07,3.41,9.14,Regular,Baixo,7.59,8.91,Sim,Neutro,Não,18-25,1,Não
41,Feminino,5.03,2.23,2.94,5.03,Ruim,Médio,8.16,9.3,Não,Positivo,Sim,41-60,2,Não
24,Outro,9.2,3.04,3.95,1.83,Regular,Médio,7.09,2.11,Sim,Negativo,Sim,18-25,2,Não
57,Masculino,3.83,2.11,3.53,1.89,Ruim,Médio,6.14,0.41,Sim,Negativo,Não,41-60,2,Não
53,Masculino,5.34,5.07,3.96,6.27,Bom,Baixo,6.52,2.59,Sim,Positivo,Não,41-60,1,Não
35,Feminino,3.08,3.73,4.99,4.96,Excelente,Médio,8.6,1.61,Não,Positivo,Sim,26-40,2,Não
22,Feminino,5.41,1.76,2.43,5.23,Bom,Baixo,7.0,0.23,Sim,Neutro,Não,18-25,1,Não
57,Masculino,1.01,5.93,4.5,12.14,Ruim,Médio,8.76,6.19,Sim,Positivo,Sim,41-60,2,Não
22,Outro,7.39,4.09,1.31,2.7,Bom,Baixo,4.19,0.87,Sim,Neutro,Sim,18-25,1,Não
37,Feminino,1.1,3.18,4.14,14.92,Regular,Médio,8.03,0.93,Não,Neutro,Não,26-40,2,Não
58,Outro,4.88,7.47,0.6,7.92,Bom,Médio,6.94,9.54,Sim,Negativo,Sim,41-60,2,Não
39,Feminino,7.23,0.33,1.93,10.32,Excelente,Baixo,6.56,4.13,Não,Negativo,Não,26-40,1,Não
23,Masculino,8.27,7.43,3.18,11.26,Regular,Alto,5.11,2.67,Sim,Neutro,Sim,18-25,3,Sim
24,Outro,7.69,6.28,2.49,14.88,Ruim,Médio,4.94,1.06,Não,Neutro,Não,18-25,2,Sim
50,Feminino,8.61,1.4,3.15,7.27,Ruim,Alto,6.03,3.94,Não,Neutro,Não,41-60,3,Não
62,Outro,10.51,0.71,4.62,4.81,Regular,Alto,7.46,8.2,Sim,Positivo,Não,60+,3,Não
37,Feminino,2.58,3.09,2.08,10.55,Bom,Médio,7.84,7.38,Não,Neutro,Não,26-40,2,Não
54,Masculino,3.66,3.95,3.71,3.36,Regular,Alto,7.79,8.76,Não,Negativo,Sim,41-60,3,Não
43,Masculino,1.26,2.53,1.19,11.03,Excelente,Médio,6.85,0.23,Sim,Neutro,Não,41-60,2,Não
22,Masculino,5.23,6.39,2.37,12.25,Ruim,Baixo,8.24,3.57,Sim,Neutro,Sim,18-25,1,Não
48,Masculino,5.37,2.07,3.17,14.47,Excelente,Alto,8.67,1.41,Não,Negativo,Sim,41-60,3,Não
36,Masculino,3.12,4.32,3.55,7.44,Ruim,Alto,5.14,8.97,Sim,Negativo,Sim,26-40,3,Não
64,Feminino,7.16,2.24,0.27,14.9,Excelente,Alto,5.46,1.67,Sim,Positivo,Não,60+,3,Sim
65,Feminino,10.15,1.05,1.67,9.22,Excelente,Baixo,6.96,8.81,Não,Negativo,Não,60+,1,Não
32,Masculino,6.91,0.88,2.49,3.05,Bom,Alto,7.34,7.78,Sim,Positivo,Sim,26-40,3,Não
51,Masculino,8.93,2.78,4.58,2.32,Excelente,Baixo,6.9,4.25,Sim,Positivo,Sim,41-60,1,Não
29,Masculino,8.39,0.85,2.26,8.79,Excelente,Alto,6.71,2.84,Sim,Negativo,Não,26-40,3,Não
18,Masculino,10.53,3.73,2.48,4.36,Excelente,Médio,5.49,7.84,Não,Negativo,Não,,2,Não
39,Masculino,3.95,0.02,4.22,8.55,Excelente,Médio,8.76,8.75,Não,Negativo,Não,26-40,2,Não
28,Feminino,9.24,4.89,0.44,12.15,Regular,Médio,7.32,6.5,Sim,Positivo,Sim,26-40,2,Não
32,Outro,4.55,7.62,2.11,9.92,Regular,Alto,6.25,8.35,Não,Neutro,Não,26-40,3,Não
62,Outro,11.65,3.33,3.46,9.04,Excelente,Alto,7.1,2.55,Não,Positivo,Sim,60+,3,Não
54,Outro,2.93,3.17,0.14,7.37,Regular,Alto,4.05,9.44,Não,Positivo,Sim,41-60,3,Não
37,Masculino,8.39,5.54,2.62,1.91,Excelente,Médio,4.11,4.22,Não,Negativo,Não,26-40,2,Não
57,Outro,10.16,1.04,3.98,2.3,Excelente,Alto,8.9,0.1,Não,Neutro,Sim,41-60,3,Não
18,Feminino,5.24,5.04,0.72,9.89,Regular,Médio,6.27,5.4,Não,Negativo,Sim,,2,Não
45,Outro,1.75,6.17,0.86,14.87,Excelente,Baixo,8.48,6.83,Não,Neutro,Não,41-60,1,Não
59,Outro,8.58,4.93,2.86,3.59,Bom,Alto,8.77,5.45,Não,Positivo,Sim,41-60,3,Não
20,Feminino,9.38,3.36,3.49,12.26,Ruim,Alto,7.84,7.73,Sim,Negativo,Sim,18-25,3,Não
40,Outro,4.45,3.76,4.02,8.62,Excelente,Alto,7.27,6.84,Não,Negativo,Sim,26-40,3,Não
58,Feminino,4.1,7.66,3.69,7.02,Regular,Médio,8.35,2.08,Não,Negativo,Sim,41-60,2,Não
56,Feminino,9.85,5.2,0.82,11.83,Ruim,Médio,6.58,7.42,Não,Negativo,Não,41-60,2,Não
24,Masculino,2.66,4.45,1.14,14.73,Regular,Médio,7.72,1.21,Sim,Negativo,Não,18-25,2,Não
57,Feminino,8.41,1.31,0.28,11.1,Excelente,Médio,5.78,1.66,Sim,Positivo,Não,41-60,2,Sim
52,Outro,2.6,0.82,1.58,11.9,Regular,Baixo,4.52,6.31,Não,Positivo,Sim,41-60,1,Sim
37,Feminino,2.52,2.8,0.95,8.5,Bom,Médio,4.56,3.99,Sim,Positivo,Sim,26-40,2,Sim
44,Outro,9.76,4.04,3.62,5.87,Regular,Médio,7.32,1.67,Sim,Positivo,Não,41-60,2,Não
41,Outro,1.15,6.06,2.18,9.31,Regular,Alto,8.99,3.41,Sim,Negativo,Não,41-60,3,Não
62,Masculino,10.78,1.72,3.6,9.09,Excelente,Alto,5.8,1.14,Sim,Negativo,Não,60+,3,Sim
60,Outro,3.27,7.31,4.0,2.45,Ruim,Alto,8.87,9.88,Sim,Positivo,Não,41-60,3,Não
28,Feminino,6.85,1.34,4.09,1.52,Bom,Médio,4.06,9.03,Sim,Positivo,Não,26-40,2,Não
62,Feminino,9.62,7.52,4.33,8.69,Ruim,Alto,7.03,2.64,Não,Negativo,Sim,60+,3,Não
65,Outro,7.1,2.42,4.29,8.49,Excelente,Baixo,8.23,3.83,Não,Positivo,Sim,60+,1,Não
38,Masculino,6.1,4.33,2.8,3.11,Ruim,Médio,7.58,7.12,Não,Negativo,Não,26-40,2,Não
50,Outro,7.76,0.82,4.95,10.27,Ruim,Baixo,6.36,9.47,Não,Positivo,Sim,41-60,1,Não
58,Outro,1.18,4.03,1.56,12.62,Ruim,Baixo,8.81,9.52,Sim,Positivo,Sim,41-60,1,Não
57,Feminino,5.14,5.87,2.99,5.51,Excelente,Baixo,5.29,4.33,Não,Negativo,Sim,41-60,1,Não
44,Feminino,3.95,0.37,0.27,13.63,Bom,Baixo,7.19,7.13,Sim,Neutro,Não,41-60,1,Não
30,Outro,1.38,5.24,4.66,9.08,Ruim,Médio,4.88,3.42,Sim,Negativo,Sim,26-40,2,Sim
57,Masculino,3.12,0.32,3.44,5.5,Ruim,Médio,8.97,2.85,Não,Positivo,Não,41-60,2,Não
23,Masculino,2.31,0.76,4.19,8.53,Excelente,Médio,4.25,3.12,Sim,Negativo,Sim,18-25,2,Sim
28,Feminino,2.14,3.6,4.54,11.31,Bom,Médio,4.55,4.03,Sim,Positivo,Não,26-40,2,Sim
37,Feminino,7.29,1.23,2.85,11.43,Regular,Baixo,8.64,9.24,Não,Negativo,Sim,26-40,1,Não
64,Outro,6.09,5.41,2.37,1.38,Regular,Alto,5.83,2.62,Não,Neutro,Sim,60+,3,Não
41,Masculino,5.0,3.04,3.73,2.98,Ruim,Médio,4.04,6.09,Sim,Neutro,Não,41-60,2,Não
52,Masculino,10.11,4.73,4.84,9.92,Bom,Médio,4.28,4.32,Sim,Positivo,Sim,41-60,2,Sim
21,Feminino,7.31,5.1,0.93,2.48,Bom,Baixo,5.84,5.45,Não,Positivo,Sim,18-25,1,Não
58,Outro,8.61,4.86,4.95,7.78,Regular,Alto,8.98,5.47,Não,Positivo,Sim,41-60,3,Não
30,Feminino,9.41,7.65,4.04,3.58,Bom,Alto,7.55,4.27,Sim,Negativo,Sim,26-40,3,Não
39,Feminino,6.94,0.42,2.12,3.35,Bom,Alto,6.47,4.77,Sim,Positivo,Não,26-40,3,Não
20,Outro,11.54,4.56,3.23,13.63,Ruim,Baixo,8.01,2.45,Sim,Negativo,Sim,18-25,1,Não
30,Feminino,1.49,5.68,2.93,11.78,Excelente,Alto,5.64,3.56,Sim,Positivo,Sim,26-40,3,Sim
60,Masculino,9.62,3.38,1.45,12.11,Ruim,Baixo,4.83,8.25,Sim,Negativo,Não,41-60,1,Sim
65,Outro,10.41,0.53,4.76,8.27,Excelente,Baixo,8.73,9.29,Sim,Negativo,Sim,60+,1,Não
20,Feminino,4.69,2.72,1.68,7.31,Excelente,Baixo,5.22,3.16,Sim,Negativo,Sim,18-25,1,Não
50,Feminino,5.14,4.57,4.39,1.48,Regular,Alto,4.58,9.02,Sim,Negativo,Não,41-60,3,Não
57,Feminino,1.16,5.72,4.26,13.06,Regular,Médio,4.99,5.02,Não,Negativo,Sim,41-60,2,Sim
54,Outro,10.29,2.54,0.74,8.3,Bom,Médio,6.44,2.95,Não,Negativo,Sim,41-60,2,Não
51,Masculino,4.7,3.12,1.5,7.15,Ruim,Baixo,6.62,3.68,Não,Negativo,Sim,41-60,1,Não
46,Masculino,1.73,4.39,0.51,2.66,Ruim,Baixo,5.39,2.06,Não,Negativo,Não,41-60,1,Não
49,Outro,4.59,2.65,4.52,7.79,Excelente,Médio,8.68,2.24,Não,Neutro,Não,41-60,2,Não
36,Masculino,10.25,6.2,1.14,10.56,Ruim,Baixo,6.9,9.3,Sim,Neutro,Sim,26-40,1,Não
47,Feminino,5.19,2.2,4.05,11.62,Regular,Baixo,8.51,5.34,Não,Neutro,Não,41-60,1,Não
46,Outro,4.37,2.95,4.76,10.3,Regular,Baixo,4.42,4.96,Não,Negativo,Sim,41-60,1,Sim
30,Masculino,9.39,1.18,2.12,8.97,Regular,Alto,5.79,7.07,Sim,Positivo,Não,26-40,3,Sim
31,Masculino,6.11,3.79,3.28,7.48,Bom,Alto,4.29,1.04,Sim,Positivo,Não,26-40,3,Não
25,Feminino,3.57,6.19,4.37,2.69,Regular,Médio,6.84,9.56,Não,Negativo,Sim,18-25,2,Não
20,Feminino,10.0,7.29,2.05,8.04,Ruim,Alto,4.12,3.14,Sim,Negativo,Não,18-25,3,Sim
36,Feminino,9.68,5.89,2.67,5.71,Ruim,Médio,7.6,6.52,Sim,Negativo,Não,26-40,2,Não
25,Masculino,6.84,4.94,4.8,7.38,Ruim,Médio,6.4,5.75,Não,Negativo,Não,18-25,2,Não
57,Feminino,6.58,4.79,3.81,11.81,Regular,Médio,4.76,7.54,Não,Negativo,Sim,41-60,2,Sim
30,Outro,2.87,4.88,0.14,5.81,Ruim,Alto,8.2,1.39,Sim,Neutro,Não,26-40,3,Não
25,Feminino,8.06,1.28,1.06,11.75,Excelente,Baixo,8.77,1.34,Não,Neutro,Sim,18-25,1,Não
22,Masculino,8.21,6.63,2.52,14.71,Ruim,Baixo,8.01,1.8,Sim,Negativo,Não,18-25,1,Não
62,Feminino,5.12,2.25,1.09,7.67,Ruim,Médio,5.63,4.19,Sim,Positivo,Não,60+,2,Não
19,Outro,11.23,1.28,3.2,5.49,Ruim,Baixo,4.76,8.06,Não,Negativo,Não,18-25,1,Não
62,Outro,1.87,4.69,0.13,7.89,Regular,Baixo,6.12,0.26,Sim,Positivo,Sim,60+,1,Não
22,Feminino,2.97,6.31,3.15,2.7,Ruim,Baixo,4.74,0.29,Não,Neutro,Não,18-25,1,Não
56,Outro,6.7,3.29,3.8,3.52,Bom,Alto,7.34,6.94,Não,Neutro,Sim,41-60,3,Não
45,Feminino,10.19,3.71,3.99,1.27,Bom,Alto,7.85,1.34,Sim,Negativo,Sim,41-60,3,Não
41,Feminino,10.59,3.87,1.4,7.77,Bom,Alto,6.46,9.35,Não,Positivo,Não,41-60,3,Não
59,Feminino,7.03,4.5,4.91,2.68,Excelente,Baixo,6.56,1.39,Não,Positivo,Não,41-60,1,Não
52,Feminino,2.9,7.45,0.62,9.34,Ruim,Médio,6.18,6.11,Não,Negativo,Não,41-60,2,Não
41,Outro,2.06,1.4,1.44,5.87,Regular,Médio,5.39,9.04,Sim,Negativo,Sim,41-60,2,Não
30,Outro,4.1,6.34,1.07,10.35,Bom,Médio,5.37,8.4,Sim,Positivo,Não,26-40,2,Sim
50,Masculino,10.16,0.37,0.21,9.35,Bom,Baixo,4.63,3.69,Sim,Positivo,Sim,41-60,1,Sim
45,Masculino,10.97,5.62,4.16,8.2,Regular,Alto,9.0,0.47,Sim,Negativo,Não,41-60,3,Não
25,Masculino,5.93,3.3,1.83,5.45,Regular,Alto,5.63,5.83,Não,Neutro,Sim,18-25,3,Não
18,Outro,1.78,6.87,2.26,3.9,Excelente,Baixo,7.52,2.7,Não,Negativo,Não,,1,Não
53,Outro,1.02,0.05,3.35,3.08,Bom,Baixo,5.45,2.06,Não,Positivo,Não,41-60,1,Não
30,Outro,6.11,4.42,3.67,7.02,Bom,Baixo,8.3,3.74,Sim,Negativo,Sim,26-40,1,Não
44,Outro,1.41,6.61,3.32,6.44,Ruim,Médio,6.17,0.4,Não,Negativo,Não,41-60,2,Não
56,Masculino,11.92,4.17,4.64,9.0,Regular,Alto,6.51,6.49,Sim,Negativo,Sim,41-60,3,Não
37,Feminino,6.93,2.91,4.62,7.2,Ruim,Baixo,8.19,0.91,Não,Negativo,Não,26-40,1,Não
25,Feminino,9.03,4.31,0.48,5.13,Regular,Alto,8.71,1.5,Sim,Negativo,Não,18-25,3,Não
46,Feminino,2.07,4.23,3.3,12.35,Ruim,Alto,7.79,1.52,Sim,Negativo,Sim,41-60,3,Não
60,Feminino,5.03,0.9,1.82,2.98,Excelente,Médio,7.06,1.19,Não,Negativo,Sim,41-60,2,Não
49,Outro,9.53,2.54,1.54,10.97,Excelente,Médio,4.49,9.78,Não,Neutro,Sim,41-60,2,Sim
38,Masculino,3.62,6.9,0.97,5.36,Ruim,Alto,4.84,7.06,Não,Negativo,Sim,26-40,3,Não
50,Outro,6.46,6.65,1.69,7.11,Excelente,Baixo,5.05,0.24,Não,Positivo,Sim,41-60,1,Não
64,Outro,9.73,3.11,2.51,6.85,Ruim,Alto,7.71,7.19,Não,Negativo,Não,60+,3,Não
42,Feminino,10.37,0.54,3.95,7.75,Excelente,Médio,6.94,9.18,Não,Neutro,Não,41-60,2,Não
32,Outro,2.64,4.35,0.04,14.78,Bom,Baixo,7.49,4.07,Não,Positivo,Sim,26-40,1,Não
20,Feminino,2.87,2.73,0.62,13.32,Ruim,Médio,7.66,7.78,Sim,Negativo,Não,18-25,2,Não
23,Feminino,7.63,0.09,2.76,13.37,Excelente,Alto,8.59,1.78,Não,Neutro,Não,18-25,3,Não
22,Masculino,4.11,5.96,1.84,1.74,Regular,Médio,7.73,5.96,Não,Neutro,Não,18-25,2,Não
30,Feminino,11.54,0.26,0.92,3.97,Bom,Baixo,6.59,5.47,Não,Negativo,Sim,26-40,1,Não
18,Feminino,5.21,6.42,4.62,7.86,Excelente,Alto,7.0,2.89,Sim,Negativo,Sim,,3,Não
28,Feminino,5.81,0.3,0.18,10.21,Ruim,Alto,7.13,9.16,Não,Neutro,Sim,26-40,3,Não
